0,1,2,3,4,5
64,64,64,31,114.0625,MTD7722_Schubert_D0485-02.mid
65,32,63,29,96.84375,MTD7725_Schubert_D0485-04.mid
81,63,56,42,107.88888888888889,MTD7726_Schubert_D0485-04.mid
52,14,88,13,87.28571428571429,MTD7755_Schubert_D0759-02.mid
73,42,55,15,118.30952380952381,MTD7757_Schubert_D0759-02.mid
74,48,57,31,109.85416666666667,MTD7766_Schubert_D0929-01.mid
63,52,65,29,111.82692307692308,MTD7769_Schubert_D0929-03.mid
71,62,62,46,112.54838709677419,MTD7804_Schumann_Op068-02.mid
64,46,64,45,99.02173913043478,MTD7805_Schumann_Op068-08.mid
48,62,80,43,102.24193548387096,MTD7807_Schumann_Op068-10.mid
76,48,60,31,108.58333333333333,MTD7808_Schumann_Op068-11.mid
64,62,64,29,113.51612903225806,MTD7809_Schumann_Op068-19.mid
129,60,59,43,111.41666666666667,MTD7917_Schumann_Op047-01.mid
58,42,78,41,93.21428571428571,MTD7919_Schumann_Op047-02.mid
129,52,79,24,111.36538461538461,MTD7922_Schumann_Op047-03.mid
129,60,64,24,116.2,MTD7923_Schumann_Op047-03.mid
129,40,59,28,102.95,MTD7924_Schumann_Op047-04.mid
71,64,59,32,112.96875,MTD7938_Schumann_Op015-01.mid
60,64,68,41,108.9375,MTD7940_Schumann_Op015-07.mid
72,30,59,21,108.3,MTD7941_Schumann_Op015-08.mid
64,24,18,23,73.25,MTD8044_Scriabin_Op008-10.mid
129,49,56,32,107.95918367346938,MTD8053_Scriabin_Op054.mid
68,63,74,42,103.14285714285714,MTD8106_Shostakovich_Op010-01.mid
60,32,70,31,77.5,MTD8112_Shostakovich_Op010-04.mid
81,56,60,41,99.375,MTD8116_Shostakovich_Op047-01.mid
69,28,59,15,106.28571428571429,MTD8117_Shostakovich_Op047-01.mid
83,60,63,27,115.93333333333334,MTD8119_Shostakovich_Op047-01.mid
79,40,62,37,103.1,MTD8122_Shostakovich_Op047-02.mid
57,60,71,44,105.13333333333334,MTD8129_Shostakovich_Op047-04.mid
52,53,76,39,95.11320754716981,MTD8130_Shostakovich_Op054-01.mid
64,54,64,38,107.01851851851852,MTD8133_Shostakovich_Op054-02.mid
44,50,84,36,90.58,MTD8142_Shostakovich_Op060-02.mid
75,62,68,35,109.95161290322581,MTD8148_Shostakovich_Op070-01.mid
74,56,66,55,92.03571428571429,MTD8152_Shostakovich_Op070-03.mid
79,60,57,32,109.06666666666666,MTD8156_Shostakovich_Op070-05.mid
76,46,55,20,117.1304347826087,MTD8330_Sibelius_Op044No1.mid
67,46,70,42,98.34782608695652,MTD8345_Smetana_BarteredBride-1.mid
79,62,49,31,116.25806451612904,MTD8346_Smetana_BarteredBride-1.mid
72,30,57,20,89.46666666666667,MTD8353_Smetana_MyCountry-02.mid
79,48,50,25,116.91666666666667,MTD8513_Strauss_Op316.mid
75,48,66,33,95.97916666666667,MTD8780_Stravinsky_DumbartonOaks-01.mid
59,36,74,30,94.0,MTD8782_Stravinsky_DumbartonOaks-01.mid
70,45,64,23,109.95555555555555,MTD8793_Stravinsky_OctetWindInstruments-01.mid
75,58,56,45,107.86206896551724,MTD8794_Stravinsky_OctetWindInstruments-01.mid
62,60,66,17,118.66666666666667,MTD8795_Stravinsky_OctetWindInstruments-01.mid
129,56,65,44,105.80357142857143,MTD8989_Telemann_TWV043-e4-01.mid
83,38,59,29,92.42105263157895,MTD8990_Telemann_TWV043-e4-01.mid
70,48,63,35,107.39583333333333,MTD9014_Telemann_TWV055-B1-02.mid
71,40,58,25,107.675,MTD9130_Tchaikovsky_RomeoJuliet.mid
74,31,55,17,112.96774193548387,MTD9160_Tchaikovsky_Op071-02.mid
79,29,15,17,71.55172413793103,MTD9161_Tchaikovsky_Op071-02.mid
129,30,46,22,100.26666666666667,MTD9162_Tchaikovsky_Op071-14c.mid
79,30,61,29,97.73333333333333,MTD9163_Tchaikovsky_Op071-12d.mid
70,24,58,16,107.16666666666667,MTD9164-2_Tchaikovsky_Op071-12b.mid
78,47,62,21,114.65957446808511,MTD9168_Tchaikovsky_Op071-13.mid
129,48,64,34,107.4375,MTD9176_Tchaikovsky_Op066a-01.mid
78,56,61,31,112.53571428571429,MTD9180_Tchaikovsky_Op020-10.mid
76,32,57,27,91.40625,MTD9184_Tchaikovsky_Op020-20.mid
71,56,57,42,101.42857142857143,MTD9270_Turina_Op036.mid
69,48,59,43,102.97916666666667,MTD9271_Turina_Op036.mid
129,38,56,32,106.44736842105263,MTD9412_Visee_SuiteDMinor-01.mid
83,32,17,31,80.1875,MTD9510_Wagner_WWV086B-3.mid
64,59,64,21,116.44067796610169,MTD9515_Wagner_WWV086C-2.mid
88,16,55,12,95.0,MTD9516-1_Wagner_WWV086C-2.mid
71,43,58,18,114.74418604651163,MTD9516-2_Wagner_WWV086C-2.mid
60,60,73,24,113.08333333333333,MTD9525_Wagner_WWV086D-3.mid
72,48,68,15,117.20833333333333,MTD9527_Wagner_WWV086D-3.mid
63,28,65,21,92.89285714285714,MTD9529_Wagner_WWV086D-3.mid
66,45,65,17,113.22222222222223,MTD9530_Wagner_WWV086D-3.mid
44,48,84,33,102.41666666666667,MTD9694_Weber_J260.mid
56,44,73,26,108.43181818181819,MTD9695_Weber_J260.mid
